id,category,donateedetails,donateepaidby,donateetype,hours_details,hours_worked,is_ultimate_payer_different,ispaymentdonated,job_title,link,member,mnis_id,parent_interest_id,payment_description,payment_received,payment_type,published,received_date,registered,source_archive,summary,twfy_id,ultimate_payer_name,ultimatepayeraddress,ultimatepayernatureofbusiness,ultimatepayerprotectedbyconfidentiality,updated_1,value
11694,Employment and earnings - Ad hoc payments,,,,,5.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11694,Suella Braverman,4475,10669,Guest presenting,True,Monetary,2025-01-27,2025-01-24,2025-01-24,Apr07_25,"Payment received on 24 January 2025 - £1,000.00",,,,,False,,1000.00
11688,Employment and earnings - Ad hoc payments,,,,,7.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11688,Carolyn Harris,4480,11234,,True,Monetary,2025-01-24,2025-01-24,2025-01-24,Apr07_25,Payment received on 24 January 2025 - £300.00,,,,,False,,300.00
11689,Employment and earnings - Ad hoc payments,,,,,2.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11689,Esther McVey,4084,4321,for two shows on GB News,True,Monetary,2025-01-24,2025-01-14,2025-01-24,Apr07_25,Payment received on 14 January 2025 - £500.00,,,,,False,,500.00
11684,Employment and earnings - Ad hoc payments,,,,Number of hours worked is approximate,65.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/11684,Dr Neil Shastri-Hurst,5197,6031,(Includes 15% to be deducted on account of Chambers' fees),True,Monetary,2025-01-23,2025-01-23,2025-01-23,Apr07_25,"Payment received on 23 January 2025 - £7,334.77",,Prosperity Law,"4 St Paul's Square, Liverpool L3 9SJ",Solicitor,False,,7334.77
11682,Employment and earnings - Ad hoc payments,,,,,3.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11682,Suella Braverman,4475,10930,For an article,True,Monetary,2025-01-22,2025-01-07,2025-01-22,Apr07_25,Payment received on 07 January 2025 - £750.00,,,,,False,,750.00
11679,Employment and earnings - Ad hoc payments,,,,5 hours is an estimate.,5.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11679,Rupert Lowe,5158,11413,,True,Monetary,2025-01-22,2025-01-22,2025-01-22,Apr07_25,"Payment received on 22 January 2025 - £4,699.60",,,,,False,,4699.60
11675,Employment and earnings - Ad hoc payments,,,,"Estimated up to 2 hours per week normally, 4 hours for one longer piece",10.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11675,Torsten Bell,5069,10852,,True,Monetary,2025-01-20,2025-01-09,2025-01-20,Apr07_25,Payment received on 09 January 2025 - £826.69,,,,,False,,826.69
11653,Employment and earnings - Ad hoc payments,,,,estimated hours worked,9.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11653,Lee Anderson,4743,11502,,True,Monetary,2025-01-14,2025-01-08,2025-01-14,Apr07_25,Payment received on 08 January 2025 - £207.93,,,,,False,,207.93
11643,Employment and earnings - Ad hoc payments,,,,,0.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/11643,Alison Hume,5254,7406,Residuals,True,Monetary,2025-01-13,2025-01-09,2025-01-09,Apr07_25,Payment received on 09 January 2025 - £811.41,,BBC Studios,BBC Studios Distribution Ltd,,False,,811.41
11566,Employment and earnings - Ad hoc payments,,,,The hours is a guesstimate based on time on X when actually posting as opposed to just reading. Impossible to measure really as am unclear what monetary calculation is based upon,20.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11566,Richard Tice,5161,11565,,True,Monetary,2025-01-11,2024-12-05,2025-01-11,Apr07_25,"Payment received on 05 December 2024 - £2,981.00",,,,,False,,2981.00
11642,Employment and earnings - Ad hoc payments,,,,Approximate hours worked,1.50,True,False,,https://interests-api.parliament.uk/api/v1/Interests/11642,Dr Neil Shastri-Hurst,5197,6031,(Includes 15% to be deducted on account of Chambers' fees),True,Monetary,2025-01-10,2025-01-08,2025-01-09,Apr07_25,Payment received on 08 January 2025 - £150.00,,Thompsons Solicitors LLP (Sheffield),"The Synergy Building, Campo Lane, Sheffield S1 2EL",Solicitor,False,,150.00
11636,Employment and earnings - Ad hoc payments,,,,,10.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11636,Dr Rosena Allin-Khan,4573,3636,,True,Monetary,2025-01-09,2024-12-27,2025-01-09,Apr07_25,Payment received on 27 December 2024 - £665.00,,,,,False,,665.00
11629,Employment and earnings - Ad hoc payments,,,,Including preperation time,2.50,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11629,Dr Rosena Allin-Khan,4573,5774,,True,Monetary,2025-01-09,2025-01-07,2025-01-07,Apr07_25,Payment received on 07 January 2025 - £300.00,,,,,False,,300.00
11638,Employment and earnings - Ad hoc payments,,,,,10.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11638,Dr Rosena Allin-Khan,4573,3636,,True,Monetary,2025-01-09,2025-01-08,2025-01-09,Apr07_25,Payment received on 08 January 2025 - £665.00,,,,,False,,665.00
11637,Employment and earnings - Ad hoc payments,,,,,10.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11637,Dr Rosena Allin-Khan,4573,3636,,True,Monetary,2025-01-09,2025-01-02,2025-01-09,Apr07_25,Payment received on 02 January 2025 - £665.00,,,,,False,,665.00
11635,Employment and earnings - Ad hoc payments,,,,none since my election,0.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11635,Gareth Snell,4595,11634,This was the final payment made to me for work undertaken prior to my election in June 2024 and was made to me from the Limited Company I own which was registered at the point of election. The payment covers work undertaken in the 2023/2024 tax year.,True,Monetary,2025-01-09,2024-12-30,2025-01-09,Apr07_25,"Payment received on 30 December 2024 - £7,000.00",,,,,False,,7000.00
11633,Employment and earnings - Ad hoc payments,,,,,8.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11633,Esther McVey,4084,4308,for four articles in the Daily Express,True,Monetary,2025-01-09,2025-01-06,2025-01-09,Apr07_25,"Payment received on 06 January 2025 - £1,333.33",,,,,False,,1333.33
11614,Employment and earnings - Ad hoc payments,,,,,5.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11614,Rupert Lowe,5158,11413,,True,Monetary,2025-01-08,2024-12-27,2025-01-08,Apr07_25,"Payment received on 27 December 2024 - £1,602.39",,,,,False,,1602.39
11615,Employment and earnings - Ad hoc payments,,,,,5.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11615,Rupert Lowe,5158,11413,,True,Monetary,2025-01-08,2025-01-08,2025-01-08,Apr07_25,"Payment received on 08 January 2025 - £1,516.84",,,,,False,,1516.84
11607,Employment and earnings - Ad hoc payments,,,,,7.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11607,Carolyn Harris,4480,11234,,True,Monetary,2025-01-07,2024-12-20,2025-01-07,Apr07_25,Payment received on 20 December 2024 - £270.00,,,,,False,,270.00
11602,Employment and earnings - Ad hoc payments,,,,,0.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11602,Bobby Dean,5083,8065,Tax refund,True,Monetary,2025-01-07,2024-12-30,2025-01-07,Apr07_25,Payment received on 30 December 2024 - £61.00,,,,,False,,61.00
11598,Employment and earnings - Ad hoc payments,,,,,0.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11598,Bobby Dean,5083,8065,Tax refund,True,Monetary,2025-01-06,2024-08-29,2024-12-20,Apr07_25,Payment received on 29 August 2024 - £61.20,,,,,False,,61.20
11601,Employment and earnings - Ad hoc payments,,,,,0.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11601,Bobby Dean,5083,8065,Tax refund and back pay for pay awards,True,Monetary,2025-01-06,2024-11-28,2024-12-20,Apr07_25,Payment received on 28 November 2024 - £194.65,,,,,False,,194.65
11545,Employment and earnings - Ad hoc payments,,,,This number is an estimate,14.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11545,Nigel Farage,5091,9226,,True,Monetary,2025-01-06,2024-12-11,2025-01-04,Apr07_25,Payment received on 11 December 2024 - £140.31,26352,,,,False,,140.31
11596,Employment and earnings - Ad hoc payments,,,,maximum,255.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11596,Sir Geoffrey Clifton-Brown,249,4707,in respect of hours worked as a Partner,True,In kind,2025-01-06,2024-10-29,2025-01-06,Apr07_25,"Payment received on 29 October 2024 - £27,111.05",,,,,False,,27111.05
11599,Employment and earnings - Ad hoc payments,,,,,0.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11599,Bobby Dean,5083,8065,Tax refund,True,Monetary,2025-01-06,2024-09-27,2024-12-20,Apr07_25,Payment received on 27 September 2024 - £61.20,,,,,False,,61.20
11600,Employment and earnings - Ad hoc payments,,,,,0.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11600,Bobby Dean,5083,8065,Tax refund,True,Monetary,2025-01-06,2024-10-30,2024-12-20,Apr07_25,Payment received on 30 October 2024 - £61.20,,,,,False,,61.20
11544,Employment and earnings - Ad hoc payments,,,,This is an estimated minimum,4.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11544,Nigel Farage,5091,9233,,True,Monetary,2025-01-06,2024-12-11,2025-01-04,Apr07_25,Payment received on 11 December 2024 - £520.00,26352,,,,False,,520.00
11585,Employment and earnings - Ad hoc payments,,,,Approximate,20.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11585,Ben Coleman,5344,7643,"Payment of £1,109.36 is the standard allowance for councillors. This was repaid in full on 11 October 2024.",True,Monetary,2025-01-05,2024-07-15,2025-01-05,Apr07_25,"Payment received on 15 July 2024 - £1,109.36",,,,,False,,1109.36
11576,Employment and earnings - Ad hoc payments,,,,Work undertaken between 1 October 2024 and 12 December 2024,40.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11576,Sir Geoffrey Cox,1508,6922,,True,Monetary,2025-01-01,2024-12-16,2025-01-01,Apr07_25,"Payment received on 16 December 2024 - £47,000.00",,,,,False,,47000.00
11574,Employment and earnings - Ad hoc payments,,,,,48.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/11574,Suella Braverman,4475,3869,This is the outstanding payment for a speaking engagement in Zurich on 10 December 2024,True,Monetary,2024-12-31,2024-12-27,2024-12-31,Apr07_25,"Payment received on 27 December 2024 - £3,649.04",,Global Liberty Institute,"Gotthardstrasse 20,6300 Zug, Switzerland",Think Tank,False,,3649.04
11387,Employment and earnings - Ad hoc payments,,,,no additional hours,0.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11387,Martin Wrigley,5111,6538,Back pay for allowances from financial year 2023/24,False,Monetary,2024-12-27,2024-09-23,2024-12-27,Apr07_25,"Payment expected for services on 23 September 2024 - £1,375.17",,,,,False,,1375.17
11388,Employment and earnings - Ad hoc payments,,,,no additional hours,0.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11388,Martin Wrigley,5111,6538,Back pay for allowances from financial year 2023/24,True,Monetary,2024-12-27,2024-10-23,2024-11-27,Apr07_25,"Payment received on 23 October 2024 - £3,071.04",,,,,False,,3071.04
11557,Employment and earnings - Ad hoc payments,,,,Number of hours approximate,4.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/11557,Dr Neil Shastri-Hurst,5197,6031,(Includes 15% to be deducted for Chambers fee),True,Monetary,2024-12-27,2024-12-24,2024-12-24,Apr07_25,Payment received on 24 December 2024 - £450.00,,Clyde & Co LLP Incorporating BLM (Manchester),"2 New Bailey Square, Stanley Street, Salford, Lancashire, M3 5GS",Solicitor,False,,450.00
11559,Employment and earnings - Ad hoc payments,,,,Approximate number of hours as this related to a one-off payment for pay award back-dated to April 2024,25.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11559,Michael Payne,5146,9486,This was a one-off final payment of a pay award back-dated to April 2024.,True,Monetary,2024-12-24,2024-11-27,2024-12-24,Apr07_25,Payment received on 27 November 2024 - £165.29,,,,,False,,165.29
11560,Employment and earnings - Ad hoc payments,,,,,0.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11560,Graeme Downie,5275,10356,"The Board received a Scottish Government Circular on 28 November advising of Remuneration increases for 2024/25 for Chairs and Non Executive Board Members.  

The payment received is back pay for the period while I was still a non executive board member.",True,Monetary,2024-12-24,2024-12-20,2024-12-24,Apr07_25,Payment received on 20 December 2024 - £527.81,,,,,False,,527.81
11550,Employment and earnings - Ad hoc payments,,,,,3.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11550,Mr Alistair Carmichael,1442,4138,,True,Monetary,2024-12-23,2024-11-29,2024-12-23,Apr07_25,Payment received on 29 November 2024 - £450.00,,,,,False,,450.00
11541,Employment and earnings - Ad hoc payments,,,,This number is estimated,24.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11541,Nigel Farage,5091,9240,,True,Monetary,2024-12-23,2024-12-05,2024-12-20,Apr07_25,"Payment received on 05 December 2024 - £15,451.52",26352,,,,False,,15451.52
11543,Employment and earnings - Ad hoc payments,,,,This is an estimated maximum hours worked per month since my election. It also includes payment for work undertaken prior to my election,4.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11543,Nigel Farage,5091,11542,,True,Monetary,2024-12-20,2024-12-05,2024-12-20,Apr07_25,"Payment received on 05 December 2024 - £189,300.00",26352,,,,False,,189300.00
11503,Employment and earnings - Ad hoc payments,,,,estimated hours,30.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11503,Lee Anderson,4743,11502,,False,Monetary,2024-12-17,2024-11-27,2024-12-17,Apr07_25,"Payment expected for services on 27 November 2024 - £1,612.63",,,,,False,,1612.63
11513,Employment and earnings - Ad hoc payments,,,,Hours worked is an estimate,4.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/11513,Tony Vaughan,5067,11512,In respect of work done before October 2020,True,Monetary,2024-12-17,2024-11-28,2024-12-16,Apr07_25,Payment received on 28 November 2024 - £305.37,,Confidential,Confidential,,False,,305.37
11507,Employment and earnings - Ad hoc payments,,,,,10.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11507,Dr Rosena Allin-Khan,4573,3636,,True,Monetary,2024-12-17,2024-12-04,2024-12-16,Apr07_25,Payment received on 04 December 2024 - £665.00,,,,,False,,665.00
11505,Employment and earnings - Ad hoc payments,,,,estimated hours,16.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11505,Lee Anderson,4743,11502,,True,Monetary,2024-12-17,2024-12-12,2024-12-16,Apr07_25,Payment received on 12 December 2024 - £107.50,,,,,False,,107.50
11506,Employment and earnings - Ad hoc payments,,,,,10.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11506,Dr Rosena Allin-Khan,4573,3636,,True,Monetary,2024-12-17,2024-11-27,2024-12-16,Apr07_25,Payment received on 27 November 2024 - £665.00,,,,,False,,665.00
11496,Employment and earnings - Ad hoc payments,,,,,6.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11496,Suella Braverman,4475,10930,Articles,True,Monetary,2024-12-16,2024-12-10,2024-12-14,Apr07_25,"Payment received on 10 December 2024 - £1,500.00",,,,,False,,1500.00
11511,Employment and earnings - Ad hoc payments,,,,Hours worked is approx,5.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/11511,Tony Vaughan,5067,5988,For work done before 4 July 2024,True,Monetary,2024-12-16,2024-12-04,2024-12-16,Apr07_25,Payment received on 04 December 2024 - £529.02,,Confidential,Confidential,,False,,529.02
11500,Employment and earnings - Ad hoc payments,,,,,80.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11500,Dr Andrew Murrison,1466,4341,,True,Monetary,2024-12-16,2024-11-30,2024-12-15,Apr07_25,"Payment received on 30 November 2024 - £3,264.00",,,,,False,,3264.00
11493,Employment and earnings - Ad hoc payments,,,,Approximate hours worked (includes 15% to be deducted for Chambers' fees),3.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/11493,Dr Neil Shastri-Hurst,5197,6031,,True,Monetary,2024-12-16,2024-12-09,2024-12-13,Apr07_25,Payment received on 09 December 2024 - £300.00,,Irwin Mitchell LLP (Yorkshire),"Riverside East, 2 Millsands, Sheffield S3 8DT",Solicitor,False,,300.00
11494,Employment and earnings - Ad hoc payments,,,,Approximate hours worked (Includes 15% to be deducted for Chambers' fees),5.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/11494,Dr Neil Shastri-Hurst,5197,6031,,True,Monetary,2024-12-16,2024-12-13,2024-12-13,Apr07_25,Payment received on 13 December 2024 - £625.00,,Irwin Mitchell LLP (Sheffield),"Riverside East, 2 Millsands, Sheffield, South Yorkshire S3 8DT",Solicitor,False,,625.00
11501,Employment and earnings - Ad hoc payments,,,,,8.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11501,Esther McVey,4084,4308,for four articles in the Daily Express,True,Monetary,2024-12-16,2024-12-03,2024-12-16,Apr07_25,"Payment received on 03 December 2024 - £1,333.33",,,,,False,,1333.33
11405,Employment and earnings - Ad hoc payments,,,,This number is an estimate,20.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11405,Nigel Farage,5091,6852,,True,Monetary,2024-12-12,2024-11-29,2024-12-12,Apr07_25,"Payment received on 29 November 2024 - £42,076.80",26352,,,,False,,42076.80
11478,Employment and earnings - Ad hoc payments,,,,Period covers 22 November to 6 December,5.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11478,Rupert Lowe,5158,11413,,True,Monetary,2024-12-11,2024-12-06,2024-12-11,Apr07_25,"Payment received on 06 December 2024 - £1,384.81",,,,,False,,1384.81
11473,Employment and earnings - Ad hoc payments,,,,,4.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11473,Sir Iain Duncan Smith,152,3680,Article published in the Daily Telegraph on 19 November 2024,True,Monetary,2024-12-10,2024-12-10,2024-12-10,Apr07_25,Payment received on 10 December 2024 - £250.00,,,,,False,,250.00
11468,Employment and earnings - Ad hoc payments,,Donated by the Member to the recipient,Charity,Approximately 10 hours worked,10.00,False,True,,https://interests-api.parliament.uk/api/v1/Interests/11468,Carla Denyer,5102,11466,,True,Monetary,2024-12-10,2024-11-29,2024-12-10,Apr07_25,"Payment received on 29 November 2024 - £1,800.00",,,,,False,,1800.00
11456,Employment and earnings - Ad hoc payments,,,,none since my election,0.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/11456,Tony Vaughan,5067,5988,For work done before 4 July 2024,True,Monetary,2024-12-09,2024-11-07,2024-12-09,Apr07_25,"Payment received on 07 November 2024 - £11,947.75",,Confidential,Confidential,,False,,11947.75
11458,Employment and earnings - Ad hoc payments,,,,none since my election,0.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/11458,Tony Vaughan,5067,5988,For work done before 4 July 2024,True,Monetary,2024-12-07,2024-11-01,2024-12-07,Apr07_25,"Payment received on 01 November 2024 - £2,428.17",,Confidential,Confidential,,False,,2428.17
11457,Employment and earnings - Ad hoc payments,,,,none since my election,0.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/11457,Tony Vaughan,5067,5988,For work done before 4 July 2024,True,Monetary,2024-12-07,2024-11-22,2024-12-07,Apr07_25,"Payment received on 22 November 2024 - £2,628.13",,Confidential,Confidential,,False,,2628.13
11455,Employment and earnings - Ad hoc payments,,,,none since my election,0.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/11455,Tony Vaughan,5067,5988,For work done before 4 July 2024,True,Monetary,2024-12-07,2024-11-04,2024-12-07,Apr07_25,"Payment received on 04 November 2024 - £4,640.00",,Confidential,Confidential,,False,,4640.00
11449,Employment and earnings - Ad hoc payments,,,,Estimated up to 2 hours per week,8.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11449,Torsten Bell,5069,10852,,True,Monetary,2024-12-06,2024-11-28,2024-12-05,Apr07_25,Payment received on 28 November 2024 - £400.00,,,,,False,,400.00
11453,Employment and earnings - Ad hoc payments,,,,,3.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11453,Suella Braverman,4475,10930,Articles,True,Monetary,2024-12-06,2024-11-26,2024-12-06,Apr07_25,Payment received on 26 November 2024 - £750.00,,,,,False,,750.00
11414,Employment and earnings - Ad hoc payments,,,,,28.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11414,Rupert Lowe,5158,11413,,True,Monetary,2024-12-03,2024-11-27,2024-12-03,Apr07_25,"Payment received on 27 November 2024 - £3,259.18",,,,,False,,3259.18
11411,Employment and earnings - Ad hoc payments,,,,,5.50,True,False,,https://interests-api.parliament.uk/api/v1/Interests/11411,Tony Vaughan,5067,5988,Payment for work carried out before 4th July 2024,True,Monetary,2024-12-03,2024-10-10,2024-11-28,Apr07_25,"Payment received on 10 October 2024 - £1,063.69",,"Confidential, Duncan Lewis Solicitors Ltd","Sackville House, 143-149 Fenchurch Street, London EC3M 6BL",Solicitors,False,,1063.69
11407,Employment and earnings - Ad hoc payments,,,,This number is an estimate,14.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11407,Nigel Farage,5091,9226,,True,Monetary,2024-12-02,2024-11-06,2024-12-02,Apr07_25,Payment received on 06 November 2024 - £120.91,26352,,,,False,,120.91
11404,Employment and earnings - Ad hoc payments,,,,This number is an estimate,8.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11404,Nigel Farage,5091,10624,,True,Monetary,2024-12-02,2024-11-25,2024-12-02,Apr07_25,"Payment received on 25 November 2024 - £3,561.40",26352,,,,False,,3561.40
11386,Employment and earnings - Ad hoc payments,,,,approx,20.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11386,Martin Wrigley,5111,6538,Allowance as leader of the council,True,Monetary,2024-12-02,2024-07-23,2024-08-29,Apr07_25,"Payment received on 23 July 2024 - £1,802.10",,,,,False,,1802.10
11408,Employment and earnings - Ad hoc payments,,,,This number is an estimate,28.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11408,Nigel Farage,5091,9226,,True,Monetary,2024-12-02,2024-11-27,2024-12-02,Apr07_25,"Payment received on 27 November 2024 - £2,883.08",26352,,,,False,,2883.08
11384,Employment and earnings - Ad hoc payments,,,,,4.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11384,Sir Iain Duncan Smith,152,3671,for an article published in The Sun on Sunday on 17th November,True,Monetary,2024-12-02,2024-11-25,2024-12-02,Apr07_25,Payment received on 25 November 2024 - £750.00,,,,,False,,750.00
11395,Employment and earnings - Ad hoc payments,,,,,14.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11395,Esther McVey,4084,4308,for seven articles in the Daily Express,True,Monetary,2024-11-29,2024-11-05,2024-11-29,Apr07_25,"Payment received on 05 November 2024 - £2,358.97",,,,,False,,2358.97
11389,Employment and earnings - Ad hoc payments,,,,no additional hours,0.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11389,Martin Wrigley,5111,6538,Back pay for allowances from financial year 2023/24,True,Monetary,2024-11-27,2024-11-22,2024-11-27,Apr07_25,Payment received on 22 November 2024 - £737.76,,,,,False,,737.76
